Column Name,Data Type,Non-Null Count,Unique Values,Sample Values,Description
UALAQ US Equity,float64,4758,1697,"[34.7478, 33.965, 34.3564]",Description not provided. Please update as needed.
UAWGQ US Equity,float64,3660,1078,"[14.625, 13.125, 13.875]",Description not provided. Please update as needed.
UCL US Equity,float64,4392,2198,"[21.1178, 21.2121, 21.4007]",Description not provided. Please update as needed.
UCM US Equity,float64,2928,954,"[20.6467, 20.8996, 20.731]",Description not provided. Please update as needed.
UDR US Equity,float64,9459,4518,"[3.2804, 3.3631, 3.3907]",Description not provided. Please update as needed.
UEP US Equity,float64,1830,441,"[33.4042, 33.2155, 33.1211]",Description not provided. Please update as needed.
UHS US Equity,float64,9459,4982,"[1.8287, 1.7855, 1.8143]",Description not provided. Please update as needed.
UIS US Equity,float64,9459,2890,"[111.25, 110.0, 115.0]",Description not provided. Please update as needed.
ULTA US Equity,float64,4299,2705,"[17.801, 29.49, 31.646]",Description not provided. Please update as needed.
UMGI US Equity,float64,1782,529,"[19.0, 18.5, 19.125]",Description not provided. Please update as needed.
UN US Equity,float64,9459,5549,"[4.1772, 4.1485, 4.158]",Description not provided. Please update as needed.
UNH US Equity,float64,9459,5413,"[3.274, 3.07, 3.111]",Description not provided. Please update as needed.
UNM US Equity,float64,9459,5420,"[17.541, 17.3469, 17.5022]",Description not provided. Please update as needed.
UNP US Equity,float64,9459,5750,"[6.5022, 6.3875, 6.3237]",Description not provided. Please update as needed.
UPC US Equity,float64,4026,1871,"[12.0818, 12.3467, 12.6117]",Description not provided. Please update as needed.
UPJ US Equity,float64,1098,271,"[25.2648, 24.3624, 24.8136]",Description not provided. Please update as needed.
UPS US Equity,float64,7205,4461,"[31.56, 43.079, 47.34]",Description not provided. Please update as needed.
URBN US Equity,float64,9396,3213,"[1.4844, 1.5156, 1.4688]",Description not provided. Please update as needed.
URI US Equity,float64,7897,3668,"[13.5, 15.0, 15.5]",Description not provided. Please update as needed.
USB US Equity,float64,9459,5380,"[1.8804, 1.8404, 1.827]",Description not provided. Please update as needed.
USHC US Equity,float64,1098,468,"[28.9253, 27.6677, 27.9035]",Description not provided. Please update as needed.
USW US Equity,float64,2562,1077,"[19.8554, 19.7492, 19.5368]",Description not provided. Please update as needed.
UTX US Equity,float64,9459,5710,"[4.237, 4.18, 4.227]",Description not provided. Please update as needed.
V US Equity,float64,4153,2763,"[10.1948, 13.091, 14.9098]",Description not provided. Please update as needed.
VAR US Equity,float64,9459,4957,"[2.4066, 2.3458, 2.364]",Description not provided. Please update as needed.
VAT US Equity,float64,1464,142,"[38.25, 37.875, 37.5]",Description not provided. Please update as needed.
VFC US Equity,float64,9459,5581,"[2.7816, 2.79, 2.8235]",Description not provided. Please update as needed.
VIAB US Equity,float64,4987,3036,"[35.3647, 36.6785, 37.0999]",Description not provided. Please update as needed.
VIAV US Equity,float64,9388,3257,"[1.1726, 1.2081, 1.1904]",Description not provided. Please update as needed.
VLO US Equity,float64,8035,5056,"[4.5104, 4.5789, 4.7942]",Description not provided. Please update as needed.
VMC US Equity,float64,9459,5540,"[9.535, 9.508, 9.429]",Description not provided. Please update as needed.
VNO US Equity,float64,9459,5450,"[4.2168, 4.2736, 4.2594]",Description not provided. Please update as needed.
VREX US Equity,float64,923,508,"[28.15, 27.0, 27.3]",Description not provided. Please update as needed.
VRSK US Equity,float64,3586,2022,"[22.0, 27.22, 26.6]",Description not provided. Please update as needed.
VRSN US Equity,float64,7853,4293,"[5.4133, 6.5809, 7.0055]",Description not provided. Please update as needed.
VRTX US Equity,float64,9459,4190,"[5.0, 5.0625, 5.3125]",Description not provided. Please update as needed.
VSM US Equity,float64,1046,649,"[24.684, 23.9918, 23.7347]",Description not provided. Please update as needed.
VSTNQ US Equity,float64,4122,1699,"[16.8384, 16.4455, 15.7719]",Description not provided. Please update as needed.
VTR US Equity,float64,9459,4769,"[2.3647, 2.2802, 2.4773]",Description not provided. Please update as needed.
VTSS US Equity,float64,8052,2271,"[12.5, 12.0833, 11.6667]",Description not provided. Please update as needed.
VVI US Equity,float64,9459,5133,"[5.6318, 5.5407, 5.5953]",Description not provided. Please update as needed.
VZ US Equity,float64,9459,5557,"[9.3541, 9.3358, 9.3174]",Description not provided. Please update as needed.
WAB US Equity,float64,309,206,"[106.1631, 106.3821, 104.3816]",Description not provided. Please update as needed.
WAI US Equity,float64,1648,481,"[32.0805, 31.3958, 31.2002]",Description not provided. Please update as needed.
WAMUQ US Equity,float64,6954,3434,"[7.2676, 7.2006, 7.1671]",Description not provided. Please update as needed.
WAT US Equity,float64,8658,4598,"[3.781, 3.75, 3.531]",Description not provided. Please update as needed.
WBA US Equity,float64,9459,5498,"[3.5027, 3.6146, 3.581]",Description not provided. Please update as needed.
WCG US Equity,float64,5510,3249,"[17.0, 19.53, 20.45]",Description not provided. Please update as needed.
WCOEQ US Equity,float64,4026,1425,"[6.8278, 6.6877, 7.008]",Description not provided. Please update as needed.
WDC US Equity,float64,9459,4067,"[2.1973, 2.1437, 2.0901]",Description not provided. Please update as needed.
WEC US Equity,float64,9459,4983,"[5.5347, 5.5109, 5.487]",Description not provided. Please update as needed.
WELL US Equity,float64,9459,5041,"[3.8531, 3.873, 3.9127]",Description not provided. Please update as needed.
WFC US Equity,float64,9459,5450,"[3.3536, 3.4175, 3.4654]",Description not provided. Please update as needed.
WFM US Equity,float64,9150,4483,"[2.3377, 2.2078, 2.2468]",Description not provided. Please update as needed.
WFT US Equity,float64,9150,3545,"[1.2299, 1.209, 1.1465]",Description not provided. Please update as needed.
WHR US Equity,float64,9459,5669,"[34.211, 34.48, 35.358]",Description not provided. Please update as needed.
WIN US Equity,float64,4978,2652,"[36.3229, 37.0736, 37.5337]",Description not provided. Please update as needed.
WLA US Equity,float64,2562,1301,"[9.989, 9.7534, 10.0253]",Description not provided. Please update as needed.
WLTW US Equity,float64,6625,4110,"[23.8575, 29.3359, 29.2475]",Description not provided. Please update as needed.
WM US Equity,float64,9459,4940,"[8.0004, 7.922, 8.3926]",Description not provided. Please update as needed.
WMB US Equity,float64,9459,5432,"[3.6662, 3.5514, 3.559]",Description not provided. Please update as needed.
WMT US Equity,float64,9459,5534,"[8.2889, 8.2462, 8.3744]",Description not provided. Please update as needed.
WMX US Equity,float64,1830,598,"[28.9384, 28.1471, 27.695]",Description not provided. Please update as needed.
WNDXQ US Equity,float64,5124,2435,"[22.1738, 22.3582, 22.4026]",Description not provided. Please update as needed.
WOR US Equity,float64,9459,4998,"[9.0117, 9.2388, 9.3524]",Description not provided. Please update as needed.
WPX US Equity,float64,2789,1108,"[19.25, 18.5, 18.07]",Description not provided. Please update as needed.
WRK US Equity,float64,1499,974,"[51.0991, 49.9058, 49.019]",Description not provided. Please update as needed.
WU US Equity,float64,4698,2712,"[14.1841, 13.7345, 13.4477]",Description not provided. Please update as needed.
WWY US Equity,float64,5856,3115,"[12.5802, 12.8096, 12.8479]",Description not provided. Please update as needed.
WY US Equity,float64,9459,5565,"[6.7803, 6.6519, 6.5878]",Description not provided. Please update as needed.
WYE US Equity,float64,6222,3366,"[10.746, 10.5777, 10.5357]",Description not provided. Please update as needed.
WYND US Equity,float64,4761,3101,"[11.6063, 11.7027, 11.7491]",Description not provided. Please update as needed.
WYNN US Equity,float64,6125,4054,"[7.4708, 7.4765, 7.2639]",Description not provided. Please update as needed.
X US Equity,float64,9459,5581,"[20.5434, 20.3829, 20.4632]",Description not provided. Please update as needed.
XEC US Equity,float64,6154,3900,"[15.04, 15.321, 16.115]",Description not provided. Please update as needed.
XEL US Equity,float64,9459,4887,"[6.9696, 6.9326, 7.0065]",Description not provided. Please update as needed.
XL US Equity,float64,9459,5256,"[12.3149, 12.2506, 12.0898]",Description not provided. Please update as needed.
XLNX US Equity,float64,9459,5322,"[2.5342, 2.4735, 2.5797]",Description not provided. Please update as needed.
XOM US Equity,float64,9459,5661,"[8.0198, 8.0815, 8.0044]",Description not provided. Please update as needed.
XRAY US Equity,float64,9459,5326,"[5.3036, 5.1244, 5.2678]",Description not provided. Please update as needed.
XRX US Equity,float64,9459,4703,"[20.5503, 20.304, 20.4096]",Description not provided. Please update as needed.
XTO US Equity,float64,6222,3178,"[1.048, 1.0114, 0.9747]",Description not provided. Please update as needed.
XYL US Equity,float64,2849,1834,"[21.8148, 22.8043, 22.6334]",Description not provided. Please update as needed.
YNR US Equity,float64,1221,452,"[24.9203, 27.973, 27.1631]",Description not provided. Please update as needed.
YRCW US Equity,float64,9459,3895,"[144439.5121, 143691.1208, 145187.9033]",Description not provided. Please update as needed.
YUM US Equity,float64,7988,4651,"[4.0346, 4.1731, 4.1904]",Description not provided. Please update as needed.
YUMC US Equity,float64,1018,631,"[25.3928, 24.1949, 24.0167]",Description not provided. Please update as needed.
ZBH US Equity,float64,6581,3901,"[28.0091, 26.4467, 26.7291]",Description not provided. Please update as needed.
ZETHQ US Equity,float64,2562,269,"[6.875, 6.75, 6.625]",Description not provided. Please update as needed.
ZION US Equity,float64,9459,5558,"[7.1675, 6.9766, 6.9554]",Description not provided. Please update as needed.
ZRN US Equity,float64,1830,521,"[30.797, 30.0188, 29.6852]",Description not provided. Please update as needed.
ZTS US Equity,float64,2373,1507,"[24.8866, 29.6821, 29.6916]",Description not provided. Please update as needed.
ZTS-W US Equity,float64,95,7,"[29.98, 30.02, 30.79]",Description not provided. Please update as needed.
